Museum number,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status,Culture,Production place,Find spot
"No: 1912,0626.272",550BC (circa),550bc,-550.0,-550.0,-550.0,parsed_bc_single,Boeotian,Made in: Boeotia,Excavated/Findspot: Tanagra (historic)
No: EA38021,,,,,,no_date_text,1st Dynasty; 2nd Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos)
"No: 1877,1207.7",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Corinthian,Made in: Corinth,Excavated/Findspot: Tanagra (historic)
"No: 1882,1010.26",11thC-12thC,11thc-12thc,1001.0,1200.0,1100.0,parsed_century_range,,,Found/Acquired: Deccan
"No: 1868,0110.744",425BC (circa),425bc,-425.0,-425.0,-425.0,parsed_bc_single,Classical Greek,Made in: Argolis (historic),Excavated/Findspot: Tegea (historic) (perhaps)
"No: 1850,0227.16",600BC-575BC,600bc-575bc,-600.0,-575.0,-588.0,parsed_bc_range,Etruscan,Made in: Italy,Excavated/Findspot: Isis Tomb
"No: 1975,0221.1",1stC-3rdC,1stc-3rdc,1.0,300.0,150.0,parsed_century_range,Roman Imperial,,
No: EA60745,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1962,0212.22",2ndC BC-1stC BC (circa),2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,,,Found/Acquired: Tharwai (?)
"No: 1986,1003.2",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,Made in: Egypt,
"No: 1902,1220.356",2ndC-3rdC (circa),2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,,,Found/Acquired: Yotkan
"No: 1959,0721.1",17thC(early),17thc,1601.0,1700.0,1650.0,parsed_century_single,Late Islamic,Made in: Portuguese India (historic) (Goa),
"No: 1859,0601.1",4thC,4thc,301.0,400.0,350.0,parsed_century_single,Roman,,Excavated/Findspot: Constantinople
"No: 2011,2008.6.a-e",2011 (about),2011,2011.0,2011.0,2011.0,parsed_ad_single,,Made in: Maningrida,Found/Acquired: Australia
No: EA2371,,,-1550.0,-1069.0,-1309.5,no_date_text,New Kingdom,,Excavated/Findspot: Thebes (historic - Upper Egypt)
"No: 1888,0601.110",3rdC BC-2ndC BC,3rdcbc-2ndcbc,-300.0,-101.0,-200.0,parsed_century_range,Ptolemaic,Made in: Nile Delta,Excavated/Findspot: Naukratis
No: EA64497,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1850,0227.53",600BC-575BC,600bc-575bc,-600.0,-575.0,-588.0,parsed_bc_range,Etruscan,Made in: Italy,Excavated/Findspot: Isis Tomb
"No: 1888,0601.27",600BC-560BC,600bc-560bc,-600.0,-560.0,-580.0,parsed_bc_range,Cypro-Archaic II,Made in: Cyprus (?),Excavated/Findspot: Sanctuary of Aphrodite (Naukratis)
"No: 1977,0217.1",50-100,50-100,50.0,100.0,75.0,parsed_ad_range,Roman,,Found/Acquired: Naples (city);  Excavated/Findspot: Pompeii (historic)
"No: 1923,0314.7.CR",1740 (circa),1740,1740.0,1740.0,1740.0,parsed_ad_single,,Made in: Meissen,
"No: 1866,0415.156",4thC BC(late),4thcbc,-400.0,-301.0,-350.0,parsed_century_single,Hellenistic,Made in: Cyrenaica (historic),Excavated/Findspot: Cyrenaica (modern) (bought in)
"No: 1866,0415.161",300BC-150BC (difficult to determine),300bc-150bc,-300.0,-150.0,-225.0,parsed_bc_range,Hellenistic,Made in: Athens (perhaps),Excavated/Findspot: Cyrenaica (modern)
"No: 1968,0422.14",1200BC-1050BC (circa),1200bc-1050bc,-1200.0,-1050.0,-1125.0,parsed_bc_range,Shang dynasty; Anyang,,Found/Acquired: China
"No: 1936,1012.226",728 (Date recorded for the death of general Liu Tingxun.),728,728.0,728.0,728.0,parsed_ad_single,Tang dynasty,,Found/Acquired: Luoyang
"No: 1985,0126.1",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,Made in: Sri Lanka,
"No: 1878,0504.3",200BC-150BC (circa),200bc-150bc,-200.0,-150.0,-175.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1962,0721.2",12thC,12thc,1101.0,1200.0,1150.0,parsed_century_single,Hoysala,Made in: Karnataka,Found/Acquired: Karnataka
No: 120079,,,,,,no_date_text,Late Babylonian,,Excavated/Findspot: Warka (?)
"No: 1824,0453.5",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,,Found/Acquired: Paramythia (1792)
"No: 1893,1101.9",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Athens (probably),Excavated/Findspot: Aegina (said to be from)
"No: 1928,0117.4",300 BC- 100 BC,300bc-100bc,-300.0,-100.0,-200.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Athens (said to be from)
"No: 1973,0726.81",1396,1396,1396.0,1396.0,1396.0,parsed_ad_single,Ming dynasty; Hongwu,Made in: China,Found/Acquired: China
No: 90990,,,,,,no_date_text,Neo-Assyrian,,Excavated/Findspot: Nimrud
"No: 1913,0416.1",100BC-100 (circa),100bc-100,-10000.0,10000.0,0.0,parsed_century_range,Roman,,Excavated/Findspot: Umbria
"No: 1878,1101.329",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: India (South)
"No: 1861,0728.5",7thC-8thC,7thc-8thc,601.0,800.0,700.0,parsed_century_range,,,Found/Acquired: Ushkur (?);  Found/Acquired: Peshawar District (?)
"No: 1811,0309.6",3rdC,3rdc,201.0,300.0,250.0,parsed_century_single,Romano-British,,Excavated/Findspot: Southbroom (Southbroom Hoard)
"No: 1885,1228.1",18th century - 19th century,18th c-19th c,1701.0,1900.0,1800.0,parsed_century_range,,Made in: Japan,Found/Acquired: Bizen-shi
No: 1880.3120,2ndC BC-1stC BC (circa),2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,,,Found/Acquired: Peshawar District
No: 1880.3144.2,2ndC BC-1stC BC (circa),2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,,,Found/Acquired: North West Frontier Province
"No: 1937,0113.1",1486 (dated),1486,1486.0,1486.0,1486.0,parsed_ad_single,Ming dynasty; Chenghua,Made in: China,Found/Acquired: China
"No: 1947,0511.1",2ndC-3rdC (c. AD 160),2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,Kushan,Made in: Gandhara (historic - Pakistan),Found/Acquired: Peshawar District
No: EA48019,,,-1550.0,-1069.0,-1309.5,no_date_text,New Kingdom,,Found/Acquired: Egypt
No: 132970,700BC (circa),700bc,-700.0,-700.0,-700.0,parsed_bc_single,Neo-Assyrian,,
"No: 1962,0722.1",7thC-8thC,7thc-8thc,601.0,800.0,700.0,parsed_century_range,,,Found/Acquired: Gujarat (State)
"No: 1882,0203.2",480BC (circa),480bc,-480.0,-480.0,-480.0,parsed_bc_single,Western Greek,Made in: Taranto,Excavated/Findspot: Sanctuary of Dionysos (Taranto)
"No: 1877,0805.4",300BC-250BC (circa),300bc-250bc,-300.0,-250.0,-275.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1948,1110.15",6thC BC(late),6thcbc,-600.0,-501.0,-550.0,parsed_century_single,Ionian,Made in: Ionia (historic - Greece) (?),
"No: 1966,0223.13",3rdC BC-2ndC BC (circa); 1stC BC (?),3rdcbc-2ndcbc,-300.0,-101.0,-200.0,parsed_century_range,,,Found/Acquired: Inner Mongolia (autonomous region) (?)
No: EA9737,,,,,,no_date_text,Third Intermediate; 26th Dynasty,,Found/Acquired: Egypt
"No: Af1963,14.1",17thC-18thC,17thc-18thc,1601.0,1800.0,1700.0,parsed_century_range,,Made in: Sierra Leone,
"No: 1859,1226.31",350BC-330BC (circa),350bc-330bc,-350.0,-330.0,-340.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Temple of Demeter (Knidos)
"No: 1831,1201.1",500BC-480BC,500bc-480bc,-500.0,-480.0,-490.0,parsed_bc_range,Etruscan,Made in: Etruria (historic - Italy) (northern),
"No: 1905,0314.3",480BC (circa),480bc,-480.0,-480.0,-480.0,parsed_bc_single,Western Greek,Made in: Sicily,Found/Acquired: Locri
"No: 1924,0423.1",1175-1225 (circa),1175-1225,1175.0,1225.0,1200.0,parsed_ad_range,Seljuq dynasty,Made in: Kashan,
"No: 1850,0304.10",1stC(late)-2ndC(early),1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,Excavated/Findspot: Carthage (said to be from)
"No: 1958,0714.1",4thC-5thC,4thc-5thc,301.0,500.0,400.0,parsed_century_range,Kushan,Made in: Pakistan (probably),Found/Acquired: Pakistan
"No: 1936,1012.232",728 (Date recorded for the death of general Liu Tingxun.),728,728.0,728.0,728.0,parsed_ad_single,Tang dynasty,,Found/Acquired: Luoyang
"No: 1824,0437.2",2ndC(mid),2ndc,101.0,200.0,150.0,parsed_century_single,Roman,,Excavated/Findspot: Paramythia (near)
"No: 1952,1101.1",1745 (circa),1745,1745.0,1745.0,1745.0,parsed_ad_single,,Factory in: Meissen,
"No: 1938,0524.668",1368-1644,1368-1644,1368.0,1644.0,1506.0,parsed_ad_range,Ming dynasty,,Found/Acquired: China
"No: Am1923,Maud.17",250-900,250-900,250.0,900.0,575.0,parsed_ad_range,Classic Maya,,Found/Acquired: Structure 20 (Copan)
"No: 1940,0716.101",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: Maharashtra (?)
"No: 1868,0810.8",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Tunisia,Excavated/Findspot: Thapsus (said to be from)
"No: 1864,1007.500",700BC (circa),700bc,-700.0,-700.0,-700.0,parsed_bc_single,East Greek; Orientalising Period,,Excavated/Findspot: Well (Kamiros)
"No: 2000,0523.3",1300BC (circa),1300bc,-1300.0,-1300.0,-1300.0,parsed_bc_single,Mycenaean,Made in: Greece,
"No: 1811,0309.3",3rdC,3rdc,201.0,300.0,250.0,parsed_century_single,Romano-British,,Excavated/Findspot: Southbroom (Southbroom Hoard)
No: MAS.1038,8thC-10thC (circa),8thc-10thc,701.0,1000.0,850.0,parsed_century_range,,,Excavated/Findspot: Ming-oi
"No: 1906,0413.3",1stC(late)BC-1stC,1stcbc-1stc,-100.0,100.0,0.0,parsed_century_range,Hellenistic; Roman Imperial,Made in: Myrina,
"No: 1925,1016.1",Early 1700s (sculpture); 2025 (votive objects),1700s,1700.0,1709.0,1704.0,parsed_decade_single,Edo Period; Reiwa Era,Made in: Kyoto-shi,
"No: 1772,0302.99",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,
No: EA50703,,,-1550.0,-1292.0,-1421.0,no_date_text,18th Dynasty,,Excavated/Findspot: Tomb of Thutmose III (?)
"No: 1875,0309.18",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Boeotian,Made in: Boeotia,Excavated/Findspot: Tanagra (historic)
"No: 1883,0620.2",580BC-550BC (circa),580bc-550bc,-580.0,-550.0,-565.0,parsed_bc_range,Boeotian,Made in: Boeotia,Excavated/Findspot: Athens
No: OA+.10884,9thc,9thc,801.0,900.0,850.0,parsed_century_single,Abbasid dynasty,,Excavated/Findspot: Dar al-Khilafa
No: EA23046,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1872,0701.103",13thC,13thc,1201.0,1300.0,1250.0,parsed_century_single,,,Found/Acquired: Orissa
"No: 1873,0820.637",625BC-600BC,625bc-600bc,-625.0,-600.0,-612.0,parsed_bc_range,Etruscan,Made in: Italy,Excavated/Findspot: Tomb of the Five Chairs
"No: 1893,0915.11",50 (circa),50,50.0,50.0,50.0,parsed_ad_single,Roman; Hellenistic,,Excavated/Findspot: Myrina (said to be from)
"No: 1959,1102.44",1750,1750,1750.0,1750.0,1750.0,parsed_ad_single,,Factory in: Bow (Tower Hamlets),
"No: 1873,0820.638",625BC-600BC (circa),625bc-600bc,-625.0,-600.0,-612.0,parsed_bc_range,Etruscan,Made in: Italy,Excavated/Findspot: Tomb of the Five Chairs
"No: 1948,1203.66",1770 (circa),1770,1770.0,1770.0,1770.0,parsed_ad_single,,Factory in: Frankfurt am Main,
"No: Am1954,05.1478",1300 - 1521,1300-1521,1300.0,1521.0,1410.0,parsed_ad_range,Aztec,,Excavated/Findspot: Mexico
"No: 1879,0306.4",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Boeotian,Made in: Boeotia,Found/Acquired: Turkey
"No: 1923,0314.10.CR",1745-1750,1745-1750,1745.0,1750.0,1748.0,parsed_ad_range,,Made in: Meissen,
"No: 1879,0710.1",1stC-3rdC,1stc-3rdc,1.0,300.0,150.0,parsed_century_range,Romano-British,,Excavated/Findspot: Piercebridge
"No: 1912,0626.271",580BC-550BC (circa),580bc-550bc,-580.0,-550.0,-565.0,parsed_bc_range,Boeotian,Made in: Boeotia,Excavated/Findspot: Tanagra (historic)
"No: 1902,0116.2",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,Excavated/Findspot: Syria (said to be from)
"No: Af1903,0718.1",18thC (circa),18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: Benin City
No: EA2312,,,,,,no_date_text,6th Dynasty,,Excavated/Findspot: Tomb of Idy (Abydos)
"No: 1951,1011.1",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Hellenistic,Made in: Crete,
"No: Am1979,22.63",20thC,20thc,1901.0,2000.0,1950.0,parsed_century_single,,Made in: Nome (?),Found/Acquired: Anchorage
No: 1880.3128.34,2ndC BC-1stC BC (circa),2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,,,Found/Acquired: Peshawar District;  Found/Acquired: Sahri Bahlol (?)
"No: Af1944,04.13",16thC(mid)-17thC(mid) (circa),16thc-17thc,1501.0,1700.0,1600.0,parsed_century_range,,Made in: Benin City,Found/Acquired: Benin City
"No: 1923,0212.289",700BC-600BC (circa),700bc-600bc,-700.0,-600.0,-650.0,parsed_bc_range,Orientalising Period,,Excavated/Findspot: Sanctuary of Artemis Orthia (Lacedaemon)
"No: 1814,0704.818",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Apulian (Greek),Made in: Puglia,
No: EA9865,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1991,1028.21",15thC,15thc,1401.0,1500.0,1450.0,parsed_century_single,,Made in: China,
"No: 1927,0718.2.CR",,,,,,no_date_text,,Factory in: Nymphenburg Palace,
No: 1880.1031,1800 (circa),1800,1800.0,1800.0,1800.0,parsed_ad_single,,,Found/Acquired: India (South)
"No: 1887,0307,I.6",1750 (circa),1750,1750.0,1750.0,1750.0,parsed_ad_single,,Factory in: New Canton (historic),
"No: 1874,0305.65",300BC-250BC (circa),300bc-250bc,-300.0,-250.0,-275.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be)
"No: 2022,3034.130",12thC BC (circa),12thcbc,-1200.0,-1101.0,-1150.0,parsed_century_single,Shang dynasty; Western Zhou dynasty,Made in: China,
No: EA67195,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Excavated/Findspot: Saqqara (Memphis)
No: EA8401,,,-1069.0,-945.0,-1007.0,no_date_text,21st Dynasty,,Found/Acquired: Egypt
No: EA60717,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: 1865,0103.37",200BC-100BC,200bc-100bc,-200.0,-100.0,-150.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Peloponnese (said to be from)
No: EA35281,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: Af1933,1202.1",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,Made in: Ghana,Excavated/Findspot: Fomena
"No: 1983,0723.1","118 (circa, ?); 135 (circa, ?)",118,118.0,118.0,118.0,parsed_ad_single,Roman,Made in: Egypt,
"No: 1926,0930.48",1stC BC,1stcbc,-100.0,-1.0,-50.0,parsed_century_single,Hellenistic; Roman Imperial,Made in: Egypt,Excavated/Findspot: Fayum
"No: 1868,0810.4",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Tunisia,Excavated/Findspot: Thapsus (said to be from)
"No: 1920,0615.1",11thC-12thC,11thc-12thc,1001.0,1200.0,1100.0,parsed_century_range,Song dynasty; Jin dynasty,Made in: China,Found/Acquired: Shanxi (province)
"No: 1871,0512.3",1400BC-1300BC (circa),1400bc-1300bc,-1400.0,-1300.0,-1350.0,parsed_bc_range,Mycenaean,,Excavated/Findspot: Athens
"No: Af1949,46.272",19thC(late),19thc,1801.0,1900.0,1850.0,parsed_century_single,,Made in: Gabon,
"No: Af1949,46.188",1926 (before),1926,1926.0,1926.0,1926.0,parsed_ad_single,,Made in: Nigeria,
No: 1880.3127.9,2ndC BC-1stC BC (circa),2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,,,Found/Acquired: Sahri Bahlol
"No: 1878,1230.752",18thC-19thC (circa),18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,Qajar dynasty,Made in: Iran,
"No: 1926,0324.81",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Western Greek,Made in: Taranto,
"No: 1856,1001.44",200BC (circa),200bc,-200.0,-200.0,-200.0,parsed_bc_single,Hellenistic,Made in: Cyrenaica (historic),Found/Acquired: Banghazi (bought in)
"No: 1875,0309.5",3rdC BC(late) (circa),3rdcbc,-300.0,-201.0,-250.0,parsed_century_single,Hellenistic,,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1849,0622.1",150BC (circa),150bc,-150.0,-150.0,-150.0,parsed_bc_single,Hellenistic,,Excavated/Findspot: Grumento Nova (said to be from)
"No: 1884,1011.46",600BC-575BC (circa),600bc-575bc,-600.0,-575.0,-588.0,parsed_bc_range,East Greek,,Excavated/Findspot: Kos
"No: 1904,0204.422",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Allier Valley,
"No: 1929,1016.4",800BC-700BC (circa),800bc-700bc,-800.0,-700.0,-750.0,parsed_bc_range,Geometric Greek,,Excavated/Findspot: Peloponnese (said to be from)
"No: 1847,0806.145",500BC-475BC,500bc-475bc,-500.0,-475.0,-488.0,parsed_bc_range,Etruscan,Made in: Chiusi (probably),Excavated/Findspot: Chiusi (1843)
"No: 1962,1017.1",1200BC-1100BC,1200bc-1100bc,-1200.0,-1100.0,-1150.0,parsed_bc_range,Late Minoan IIIC,Made in: Crete,
"No: 1863,0114.7",3rdC BC(late) (circa),3rdcbc,-300.0,-201.0,-250.0,parsed_century_single,Hellenistic,Made in: Cyrenaica (historic),Found/Acquired: Cyrenaica (modern)
"No: 1875,1012.6",250BC (circa),250bc,-250.0,-250.0,-250.0,parsed_bc_single,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1884,0223.5",3rdC BC(late) (circa),3rdcbc,-300.0,-201.0,-250.0,parsed_century_single,Hellenistic,Made in: Boeotia,
No: EA69469,6thC-7thC,6thc-7thc,501.0,700.0,600.0,parsed_century_range,Roman Period,,Excavated/Findspot: Qaw el-Kebir
"No: 1936,0114.1",7thC-8thC,7thc-8thc,601.0,800.0,700.0,parsed_century_range,,,Found/Acquired: Akhnur
"No: 2001,1211.1",4thC-6thC (circa),4thc-6thc,301.0,600.0,450.0,parsed_century_range,Roman,,
"No: 1902,1220.194",2ndC-3rdC (circa),2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,,,Found/Acquired: Yotkan
"No: 1942,0416.5",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,,Found/Acquired: Nepal
"No: 1842,1210.1",1stC,1stc,1.0,100.0,50.0,parsed_century_single,,Made in: India (historic - pre-1947) (Central),Found/Acquired: Sanchi (stūpa 1 gate)
"No: Oc1904,-.260",,,,,,no_date_text,,Made in: Marquesas Islands,Found/Acquired: Marquesas Islands
"No: 1864,1007.1386",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,East Greek,Made in: Rhodes,Excavated/Findspot: Fikellura grave 260
"No: 1947,0712.11",618-906,618-906,618.0,906.0,762.0,parsed_ad_range,Tang dynasty,,Found/Acquired: China
"No: 1865,1118.78",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,Made in: Tarsus,Excavated/Findspot: Tarsus
"No: 1935,0416.3",19thC-20thC,19thc-20thc,1801.0,2000.0,1900.0,parsed_century_range,Ottoman dynasty,Made in: Çanakkale (town),
"No: 1898,0702.124",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,,Found/Acquired: Sri Lanka
"No: 1998,0616.63",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,Made in: Pudukottai (?),
"No: 1926,0930.36",3rdC BC-2ndC BC,3rdcbc-2ndcbc,-300.0,-101.0,-200.0,parsed_century_range,Ptolemaic,Made in: Egypt,Excavated/Findspot: Fayum
"No: 1900,1117.36",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,,Found/Acquired: Jaipur
No: EA11140,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1814,0704.963",480BC-450BC,480bc-450bc,-480.0,-450.0,-465.0,parsed_bc_range,Etruscan,Made in: Italy,
No: 1880.183,2ndC-3rdC,2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,Kushan,Made in: Gandhara (historic - Pakistan),Found/Acquired: Jamalgarhi
"No: 1824,0460.16",150-220,150-220,150.0,220.0,185.0,parsed_ad_range,Roman,,Excavated/Findspot: Mâcon (France)
"No: 1824,0429.1",150BC (circa),150bc,-150.0,-150.0,-150.0,parsed_bc_single,Roman Republican,,Excavated/Findspot: Paramythia (near)
"No: 1889,1122.1",2ndC BC-1stC BC,2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Hellenistic,Made in: Smyrna (historic),Excavated/Findspot: Anthedon (historic) (said to be from)
No: EA65764,,,-2055.0,-1650.0,-1852.5,no_date_text,Middle Kingdom,,Excavated/Findspot: Buhen (Nubia)
"No: Af1978,02.3",,,,,,no_date_text,,Made in: Bubaque (island),
No: 1880.1029,1800 (circa),1800,1800.0,1800.0,1800.0,parsed_ad_single,,,Found/Acquired: India (South)
"No: 1874,1110.10",300BC (not much later than),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
No: EA43067,,,,,,no_date_text,Predynastic,,Found/Acquired: Egypt
"No: 1874,1110.13",3rdC BC(late),3rdcbc,-300.0,-201.0,-250.0,parsed_century_single,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1859,1226.154",330BC (circa),330bc,-330.0,-330.0,-330.0,parsed_bc_single,Hellenistic,Made in: Knidos (historic),Excavated/Findspot: Knidos (historic)
"No: 1877,0515.3",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Boeotian; Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
No: 105151,2000BC-1750BC,2000bc-1750bc,-2000.0,-1750.0,-1875.0,parsed_bc_range,Middle Bronze Age,,"Excavated/Findspot: Syria, North (?)"
"No: 1939,0117.6",8thC(late); 11thC,8thc,701.0,800.0,750.0,parsed_century_single,Pala,Made in: India (Eastern),Found/Acquired: India (Eastern)
No: EA67193,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Excavated/Findspot: Saqqara (Memphis)
"No: 1945,0419.1",13thC,13thc,1201.0,1300.0,1250.0,parsed_century_single,Kamakura Period,Made in: Japan,
"No: 1868,0110.177",550BC-500BC (circa),550bc-500bc,-550.0,-500.0,-525.0,parsed_bc_range,Archaic Greek,,Excavated/Findspot: Greece
"No: 1936,1228.1",7thC BC,7thcbc,-700.0,-601.0,-650.0,parsed_century_single,Orientalising Period,,Excavated/Findspot: Pyrgo
"No: 1948,1203.64",1735 (circa),1735,1735.0,1735.0,1735.0,parsed_ad_single,,Factory in: Meissen,
"No: 1926,1115.5",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Boeotian,Made in: Boeotia,"Excavated/Findspot: Copais, Lake (said to be from)"
"No: 1824,0453.9",150-220,150-220,150.0,220.0,185.0,parsed_ad_range,Roman,,Excavated/Findspot: Mâcon (France)
"No: 1905,0710.1",480BC-450BC,480bc-450bc,-480.0,-450.0,-465.0,parsed_bc_range,Etruscan,Made in: Italy,
No: 105149,2000BC-1750BC,2000bc-1750bc,-2000.0,-1750.0,-1875.0,parsed_bc_range,Middle Bronze Age,,"Excavated/Findspot: Syria, North (?)"
"No: 1864,1007.397",7thC BC,7thcbc,-700.0,-601.0,-650.0,parsed_century_single,East Greek; Orientalising Period,,Excavated/Findspot: Deposit D&E (Kamiros)
