RecordID,Museum,LocalID,AcqDate,ObjectType,ItemDate,StartDate,EndDate,MidpointDate,ItemPlace,ModernCountry,Culture,ItemMaterial,ItemTechnique
00001,BM,"No: 1886,0401.45",,acroterion,520BC-490BC (circa); 550BC - 500BC,-520.0,-490.0,-505.0,South Ionia,Greece,Archaic Greek,marble,painted
00002,BM,"No: 1816,0610.321",1816,acroterion,420BC-400BC,-420.0,-400.0,-410.0,,Greece,Classical Greek,marble,
00003,BM,"No: 1893,0315.1",,acroterion,300BC (circa),-300.0,-300.0,-300.0,Taranto,Italy,Apulian (Greek),limestone,
00004,BM,"No: 1843,0531.26",1843,acroterion,447BC-432BC,-447.0,-432.0,-440.0,,Greece,Classical Greek,marble,
00005,BM,No: EA11468,1848,amulet; figure,,-1069.0,-332.0,-700.5,,Egypt,Third Intermediate; Late Period,glazed composition,glazed
00006,BM,No: EA60824,1834,amulet; figure,,-664.0,-332.0,-498.0,,Egypt,Late Period,glazed composition,glazed
00007,BM,No: EA24755,1893,amulet; figure,,,,,,Egypt,Third Intermediate; 26th Dynasty,glazed composition,
00008,BM,No: EA60733,1834,amulet; figure,,,,,,Egypt,Ancient Egypt,glazed composition,pierced
00009,BM,No: EA60376,1839,amulet; figure,,-664.0,-332.0,-498.0,,Egypt,Late Period,lapis lazuli,pierced
00010,BM,No: EA11638,1871,amulet; figure,,-664.0,-332.0,-498.0,,Turkey,Late Period,glazed composition,pierced; glazed
00011,BM,No: EA67384,1971,amulet; figure,,-664.0,-332.0,-498.0,,Egypt,Late Period,glazed composition,glazed
00012,BM,No: EA26230,1895,amulet; figure,BC1069-747 (c.),-1069.0,-747.0,-908.0,,Egypt,Third Intermediate,glazed composition,glazed
00013,BM,No: EA27544,1885,amulet; figure,500 BC - 350 BC,-500.0,-350.0,-425.0,Egypt,Egypt,Late Period,glazed composition,glazed; mould-made; incised
00014,BM,No: EA60507,,amulet; figure,,-664.0,-332.0,-498.0,,Egypt,Late Period,glazed composition,glazed
00015,BM,No: EA59507,1929,amulet; figure,,-664.0,-332.0,-498.0,,Egypt,Late Period,lapis lazuli,
00016,BM,"No: 2001,0711.1",2001,amulet; figure,7thC,601.0,700.0,650.0,,United Kingdom,Anglo-Saxon,copper alloy,
00017,BM,No: EA26591,1896,amulet; figure,,-664.0,-525.0,-594.5,,Egypt,26th Dynasty,glazed composition,
00018,BM,No: EA59872,1930,amulet; pendant; figure,300BC (after),-300.0,-300.0,-300.0,,Egypt,Meroitic; Roman Period,gold,solid-cast; pierced
00019,BM,No: EA61035,1839,amulet; figure,,-664.0,-525.0,-594.5,,Egypt,26th Dynasty,glazed composition,pierced
00020,BM,No: EA11291,1866,amulet; figure,,-664.0,-525.0,-594.5,,Egypt,26th Dynasty,glazed composition,pierced
00021,BM,"No: 1984,0603.1",1984,aquamanile,1250-1350 (circa),1250.0,1350.0,1300.0,Lyveden,,,pottery,applied; slip-decorated; handmade (?)
00022,BM,"No: Af1954,23.294",1954,aquamanile,16thC-17thC (?),1501.0,1700.0,1600.0,Benin City,Nigeria,,brass,lost-wax cast
00023,BM,"No: 1851,0412.1",1851,aquamanile,13thC,1201.0,1300.0,1250.0,Germany,Germany,,bronze,cast
00024,BM,"No: Af1949,38.1",1949,aquamanile,16thC - 19thC,1501.0,1900.0,1700.0,Benin City,Nigeria,,brass,lost-wax cast
00025,BM,"No: 1853,0315.1",1853,aquamanile,1275-1300 (about),1275.0,1300.0,1288.0,England,United Kingdom,Late Medieval,copper alloy,
00026,BM,"No: 1866,1029.4",1866,architecture; sculpture,,,,,,,Islamic,stucco,mould-made; carved
00027,BM,"No: 1866,1029.2",1866,architecture; sculpture,,,,,,,Islamic,stucco,carved; mould-made; painted
00028,BM,No: OA+.11130.1,1921,architecture; sculpture,,,,,,Iraq,Abbasid dynasty,plaster,painted; carved; moulded
00029,BM,No: OA+.11136,1921,architecture; sculpture; revetment,9thc-19thc,801.0,1900.0,1350.0,,,Abbasid dynasty,plaster,carved
00030,BM,No: OA+.10854,1921,architecture; sculpture,9thc-10thc,801.0,1000.0,900.0,,,Abbasid dynasty,plaster,carved
00031,BM,No: OA+.10886,1921,architecture; sculpture,9thc,801.0,900.0,850.0,,Iraq,Abbasid dynasty,plaster,carved
00032,BM,"No: 1888,0601.660",1888,aryballos; figure,595BC-550BC (circa); 590BC (circa),-595.0,-550.0,-572.0,East Greece,Greece,Archaic Greek; East Greek,pottery; terracotta,mould-made; painted
00033,BM,"No: 1888,0601",,aryballos; figure,595BC-550BC (circa),-595.0,-550.0,-572.0,East Greece,Greece,Archaic Greek; East Greek,pottery; terracotta,mould-made; painted; wheel-made
00034,BM,"No: 1886,0401.1470",1886,aryballos; model group; figure,550BC (circa),-550.0,-550.0,-550.0,East Greece,Greece,East Greek; Archaic Greek,terracotta,painted; hand-modelled
00035,BM,"No: 1894,1028.1",1894,askos; figure,300BC-200BC,-300.0,-200.0,-250.0,Egypt,Egypt,Ptolemaic,pottery,slipped
00036,BM,No: WB.134,1898,automaton; figure,"1617-1620 (Previously said to be 1617-1620, due to incorrect identification of mark.); 1585-1590 (Given Nuremberg assay mark in use of 1576/77-1591 and reattribution to Christoph II Ritter, this object must be dated earlier than previously thought.)",1617.0,1620.0,1618.0,Nuremberg,,,silver,parcel-gilded; relief; stamped; chased; burnished
00037,BM,"No: 1864,1007.1935",1864,bath-tub; model; figure,450BC (circa),-450.0,-450.0,-450.0,,Greece,Classical Greek,terracotta,
00038,BM,"No: 1894,0718.13",1894,bed; model; figure,4thC BC(late),-400.0,-301.0,-350.0,,Greece,Hellenistic,terracotta,
00039,BM,"No: As1994,05.49",1994,belum,1971,1971.0,1971.0,1971.0,Oya district,,,nipa palm leaf,woven
00040,BM,"No: 1981,1102.3",1981,block; sculpture,1130-1140 (circa),1130.0,1140.0,1135.0,,,Late Medieval,limestone,
00041,BM,"No: 1987,0109.2",1987,book-end; figure,1882 (made),1882.0,1882.0,1882.0,North West Palace,,,porcelain,
00042,BM,"No: 1987,0109.1",1987,book-end; figure,1882 (made),1882.0,1882.0,1882.0,Palace of Sargon II,,,porcelain,
00043,BM,"No: 1974,1002.1",1974,book-mount; sculpture; casket,10thC(late) (?); 11thC(early) (?),901.0,1000.0,950.0,England,United Kingdom,Anglo-Saxon,walrus ivory,carved; relief; polished
00044,BM,"No: 1891,0617.13",1891,box; art/writing equipment; brush-washer; ink-stone; scroll; writing-brush; magnifying-glass; snuff-bottle; figure; sculpture; ornament; papercut; bottle; eye-glass; case; ladle; seal; chess-piece; chess-set; weiqi-piece; container; pouch; plaque; artefact,1700-1799,1700.0,1799.0,1750.0,China,China,Qing dynasty,lacquer; jade; bamboo; glass; ivory; metal; agate; stone; cornelian; tortoise-shell; leather; gold; silver; pewter; shell; textile,carved; gilded; lacquered
00045,BM,No: EA8544,1836,box; shabti; vegetal remains,,,,,,Egypt,,sycomore fig wood; clay; vegetal,painted
00046,BM,"No: 1979,1006.1",1979,bust; base,1879 (modelled),1879.0,1879.0,1879.0,Etruria,Italy,,porcelain; stoneware,moulded
00047,BM,No: AF.3239,1897,bust,1779-1789,1779.0,1789.0,1784.0,"Faubourg Saint-Denis, rue du",,,porcelain,mould-made; biscuit-fired
00048,BM,"No: 1887,0307,II.1",1887,bust,1750-1752 (circa),1750.0,1752.0,1751.0,Chelsea,United Kingdom,,porcelain,moulded; lead-glazed
00049,BM,"No: 1936,0715.29.CR",1936,bust,1830 (circa),1830.0,1830.0,1830.0,Derby,United Kingdom,,porcelain,biscuit-fired
00050,BM,"No: 1762,0528.17",1762,bust,,,,,,,,fired clay,hand-modelled
00051,BM,"No: 1907,0519.11",1907,bust,1stC BC-1stC,-100.0,100.0,0.0,,Turkey,Roman; Hellenistic,terracotta; gold,gilded
00052,BM,"No: 1909,1201.103",1909,bust,1779 (circa),1779.0,1779.0,1779.0,Etruria,Italy,,stoneware,moulded
00053,BM,"No: 1859,1226.728",,bust,1stC-2ndC,1.0,200.0,100.0,,Turkey,Roman,marble,
00054,BM,"No: 1772,0302.135",1772,bust,140-150,140.0,150.0,145.0,,Italy,Roman,bronze,cast
00055,BM,"No: 1867,0508.105",1867,bust,,,,,,,Classical World,rosso antico,
00056,BM,"No: 1922,1114.1",1922,bust; figure,440 BC - 400 BC (circa),-440.0,-400.0,-420.0,Boeotia,Greece,Boeotian,terracotta,
00057,BM,"No: 1995,0619.1",1995,bust; hanging lamp,250BC-150BC (circa),-250.0,-150.0,-200.0,Egypt,Egypt,Ptolemaic,terracotta,painted
00058,BM,No: 125717,1889,bust,217,217.0,217.0,217.0,Palmyra,Syria,Palmyrene,limestone,carved
00059,BM,"No: 2002,0104.1",2002,bust,1863; 1874,1863.0,1863.0,1863.0,,,,porcelain,cast
00060,BM,"No: 1824,0201.3",1824,bust,30BC-10BC,-30.0,-10.0,-20.0,,Italy,Roman,marble,
00061,BM,"No: 1874,0305.71",1874,bust,350BC (circa),-350.0,-350.0,-350.0,Boeotia,Greece,Boeotian,terracotta,mould-made; painted
00062,BM,"No: 1923,0212.274",1923,bust,700BC-600BC,-700.0,-600.0,-650.0,,Greece,Orientalising Period,terracotta,
00063,BM,"No: 1851,0813.3",1851,bust; furniture-fitting,2ndC,101.0,200.0,150.0,,Italy,Roman,bronze,
00064,BM,"No: 1906,0117.1",1906,bust,120-130 (circa),120.0,130.0,125.0,,Italy,Roman,marble,
00065,BM,"No: 1984,1022.1",1984,bust; chariot-fitting,2ndC,101.0,200.0,150.0,,Hungary,Roman,bronze,
00066,BM,No: 125016,1913,bust,150-200,150.0,200.0,175.0,Palmyra,Syria,Palmyrene,limestone,carved
00067,BM,No: EA73988,1992,bust,1200BC (circa),-1200.0,-1200.0,-1200.0,,Egypt,19th Dynasty,limestone,painted
00068,BM,No: 125033,1895,bust,50-150,50.0,150.0,100.0,Palmyra,Syria,Palmyrene,limestone,carved
00069,BM,"No: 1805,0703.286",1805,bust,50-100,50.0,100.0,75.0,,Italy,Roman,terracotta,
00070,BM,"No: 1870,0320.202",1870,bust,350BC-340BC (circa),-350.0,-340.0,-345.0,,Greece,Classical Greek,marble,painted
00071,BM,"No: 1867,0508.819",1867,bust,,,,,,,Classical World,bronze,
00072,BM,"No: 1926,0324.49",,bust,350BC (circa),-350.0,-350.0,-350.0,Sicily,Italy,,terracotta,
00073,BM,"No: 1824,0480.1",1824,bust,,,,,,,Classical World,bronze,
00074,BM,No: 125022,1885,bust,150-200,150.0,200.0,175.0,Palmyra,Syria,Palmyrene,limestone,carved
00075,BM,"No: 1914,0219.1",1914,bust; steelyard-weight,40-60,40.0,60.0,50.0,,Turkey,Roman,bronze,
00076,BM,"No: 1824,0452.1",1824,bust; furniture-fitting,300BC-100BC,-300.0,-100.0,-200.0,Italy,Italy,Etruscan,bronze,
00077,BM,No: 125156,1891,bust,150-200,150.0,200.0,175.0,Palmyra,Syria,Palmyrene,limestone,carved
00078,BM,"No: 1814,0704.749",1814,bust,,,,,,,Classical World,bronze,
00079,BM,"No: 1865,0103.8",,bust,222-235,222.0,235.0,228.0,,Italy,Roman,marble,
00080,BM,"No: 1824,0201.2",1824,bust,3rdC BC(late)-2ndC BC (of original),-300.0,-101.0,-200.0,,Italy,Roman; Hellenistic,marble,
00081,BM,No: 132614,1959,bust,200-273,200.0,273.0,236.0,Palmyra,Syria,Palmyrene,limestone,carved
00082,BM,"No: 1824,0461.3",1824,bust,50-150 (circa),50.0,150.0,100.0,,Italy,Roman,bronze,
00083,BM,"No: 1953,0825.4",1953,bust,400BC (circa),-400.0,-400.0,-400.0,Sicily,Italy,Western Greek,terracotta,
00084,BM,"No: 1873,0820.72",1873,bust; plaque,203 (circa),203.0,203.0,203.0,,Italy,Roman,bronze,
00085,BM,"No: 1868,0810.16",1868,bust,161-175,161.0,175.0,168.0,Tunisia,Tunisia,Roman,terracotta,
00086,BM,"No: 1873,0820.9",1873,bust,130-140,130.0,140.0,135.0,,Italy,Roman,bronze,
00087,BM,"No: 1895,1029.3",1895,bust,420BC-390BC (circa),-420.0,-390.0,-405.0,Boeotia,Greece,Boeotian,terracotta,
00088,BM,No: WB.192,1898,bust; brooch,1450-1500,1450.0,1500.0,1475.0,Flanders,,,gold; enamel,enamelled
00089,BM,"No: 1814,0704.808",1814,bust; fitting,480BC (circa),-480.0,-480.0,-480.0,Sicily,Italy,East Greek,terracotta,
00090,BM,"No: 1805,0703.56",1805,bust,,,,,,Italy,Roman,marble; bronze,inlaid
00091,BM,"No: 1884,0604.60",1884,bust,150BC-50BC,-150.0,-50.0,-100.0,Italy,Italy,Etruscan,bronze; silver,inlaid
00092,BM,"No: 1897,1026.2",1897,bust,2ndC,101.0,200.0,150.0,Egypt,Egypt,Roman,plaster,mould-made
00093,BM,"No: 1924,1115.1",1924,bust,1stC-2ndC,1.0,200.0,100.0,,Italy,Roman,marble,
00094,BM,No: 125150,1891,bust,184 (September),184.0,184.0,184.0,Palmyra,Syria,Palmyrene,limestone,
00095,BM,"No: 1850,0227.15",1850,bust,600BC-575BC,-600.0,-575.0,-588.0,Italy,Italy,Etruscan,bronze,cast; repoussé; riveted; hammered
00096,BM,"No: 1909,0526.1",1909,bust,90-120,90.0,120.0,105.0,,Italy,Roman,chalcedony,appliqué
00097,BM,"No: Am1825,1210.11",1825,bust; figure,1325-1521,1325.0,1521.0,1423.0,,Mexico,Aztec,stone,
00098,BM,"No: 1839,0806.1",1839,bust,120-130 (circa),120.0,130.0,125.0,,Italy,Roman; Hellenistic,marble,
00099,BM,"No: 1895,1027.6",1895,bust,450BC (circa),-450.0,-450.0,-450.0,Rhodes,Greece,Rhodian,terracotta,
00100,BM,"No: 1906,0426.1",1906,bust; brooch; diadem,1stC,1.0,100.0,50.0,,Italy,Roman,chalcedony,
00101,BM,"No: 2003,0108.1",2003,bust,,,,,France,France,,porcelain,moulded
00102,BM,"No: 1898,0715.2",1898,bust,235-250,235.0,250.0,242.0,,Italy,Roman,bone,
00103,BM,"No: 1851,0813.175",1851,bust,300-325,300.0,325.0,312.0,,France,Roman Imperial,ivory,
00104,BM,"No: 1897,1026.3",1897,bust,117-138,117.0,138.0,128.0,Egypt,Egypt,Roman,plaster,
00105,BM,"No: 1972,0817.226",,bust,150-250 (circa),150.0,250.0,200.0,,Italy,Roman,alabaster,
00106,BM,"No: 1888,0512.9",1888,bust,70-100,70.0,100.0,85.0,,Italy,Roman,calcite,
00107,BM,"No: 1991,0612.1",1991,bust,1881 (made); 1863 (base made),1881.0,1881.0,1881.0,Stoke-on-Trent,,,porcelain,impressed
00108,BM,"No: 1931,1019.18.CR",1931,bust; relief,1815 (modelled),1815.0,1815.0,1815.0,Sèvres,,,porcelain,biscuit-fired; mould-made; relief
00109,BM,No: EA65666,1958,bust,,-1550.0,-1069.0,-1309.5,,Egypt,New Kingdom,wood,
00110,BM,"No: 1935,1016.1.CR",1935,bust,1679,1679.0,1679.0,1679.0,London,United Kingdom,Post-Medieval,earthenware,tin-glazed; moulded
00111,BM,"No: 1887,0307,I.718.d",1887,bust,1787 (circa),1787.0,1787.0,1787.0,Etruria,Italy,,stoneware,washed; applied; relief
00112,BM,"No: 1867,0508.827",1867,bust,,,,,,,Classical World,bronze,
00113,BM,"No: 1867,0506.47",1867,bust,480BC (circa),-480.0,-480.0,-480.0,Rhodes,Greece,East Greek,terracotta,
00114,BM,"No: 1776,1108.2",1776,bust,2ndC,101.0,200.0,150.0,,Italy,Roman,marble,
00115,BM,"No: 1887,0307,I.718.a",1887,bust,1787 (circa),1787.0,1787.0,1787.0,Etruria,Italy,,stoneware,washed; applied; relief
00116,BM,"No: 1887,0307,I.718.c",1887,bust,1787 (circa),1787.0,1787.0,1787.0,Etruria,Italy,,stoneware,washed; applied; relief
00117,BM,"No: 1805,0703.94",1805,bust,117-138 (circa),117.0,138.0,128.0,,Italy,Roman,marble,
00118,BM,"No: 1836,0709.1",1836,bust,130-150 (circa),130.0,150.0,140.0,,Italy,Roman,marble,
00119,BM,"No: 2017,5003.1",2017,bust; figure,420BC-400BC,-420.0,-400.0,-410.0,Boeotia,Greece,Classical Greek,terracotta,painted; mould-made
00120,BM,"No: 1873,0529.10",1873,bust,1stC,1.0,100.0,50.0,Campania,Italy,Roman,terracotta,
00121,BM,"No: 2023,8005.67",14.09.2023,bust,20thC,1901.0,2000.0,1950.0,Turkey,Turkey,,plaster,moulded; painted
00122,BM,"No: 1776,1108.4",1776,bust,1stC-2ndC,1.0,200.0,100.0,,Italy,Roman Imperial,marble,
00123,BM,"No: 2017,3023.1",2017,bust,2012,2012.0,2012.0,2012.0,London,United Kingdom,,bronze,
00124,BM,"No: 1856,1226.767",1856,bust,40-50,40.0,50.0,45.0,,Italy,Roman,bronze,cast
00125,BM,"No: 1923,0212.272",1923,bust,700BC-600BC (circa),-700.0,-600.0,-650.0,,Greece,Orientalising Period,terracotta,
00126,BM,"No: 1887,0307,III.8",1887,bust,1782-1800 (circa),1782.0,1800.0,1791.0,Derby,United Kingdom,,porcelain; gold,biscuit-fired; gilded; glazed
00127,BM,"No: 1772,0301.16.a",1772,bust,2ndC,101.0,200.0,150.0,,Italy,Roman,marble,
00128,BM,"No: 1856,1226.325",1856,bust,420BC-400BC (circa),-420.0,-400.0,-410.0,Taranto,Italy,Western Greek,terracotta,
00129,BM,"No: 1824,0492.6",1824,bust; chest,160-180,160.0,180.0,170.0,,Italy,Roman,bronze,cast
00130,BM,No: EA61083,1843,bust,,,,,,Egypt,Ramesside,limestone,painted
00131,BM,"No: 1814,0704.747",1814,bust,1stC-3rdC,1.0,300.0,150.0,,Italy,Roman Imperial,bronze,
00132,BM,"No: 1824,0201.7",1824,bust,193,193.0,193.0,193.0,,Italy,Roman,marble,
00133,BM,"No: 1836,0224.439",1836,bust,380BC (circa),-380.0,-380.0,-380.0,Locri Epizephyrii,Italy,,terracotta,
00134,BM,"No: 1974,1212.4",,bust,1500 (circa),1500.0,1500.0,1500.0,Italy,Italy,,bronze,
00135,BM,"No: 1873,0820.584",1873,bust,250BC-200BC (circa),-250.0,-200.0,-225.0,Canosa di Puglia,Italy,Western Greek,terracotta,
00136,BM,No: SLPictures.191,1753,bust; base,late 17thC- early 18thC,1601.0,1800.0,1700.0,Italy,Italy,,bronze; wood; gold,cast; gilded
00137,BM,"No: 1923,0212.267",1923,bust,700BC-600BC (circa),-700.0,-600.0,-650.0,,Greece,Orientalising Period,terracotta,
00138,BM,"No: 1772,0302.152",1772,bust,2ndC-3rdC,101.0,300.0,200.0,,Italy,Roman,bronze,appliqué
00139,BM,"No: 2010,2042.1",2010,bust,2010,2010.0,2010.0,2010.0,London,United Kingdom,,iron,cast
00140,BM,No: EA58783,1927,bust,,,,,,Egypt,Ramesside,limestone,
00141,BM,"No: 1887,0307,II.33",1887,bust,1755-1760 (circa),1755.0,1760.0,1758.0,Shaw's Brow,,,porcelain; gold; wood,press-moulded; pierced; painted; gilded; glazed; cold painted
00142,BM,No: 125031,1895,bust,150-200,150.0,200.0,175.0,Palmyra,Syria,Palmyrene,limestone,carved; painted
00143,BM,"No: 1970,0216.1",1970,bust,1stC,1.0,100.0,50.0,,Egypt,Roman,bronze,
00144,BM,No: 125204,,bust,50-150,50.0,150.0,100.0,Palmyra,Syria,Palmyrene,limestone,
00145,BM,No: 125024,1884,bust,200-273,200.0,273.0,236.0,Palmyra,Syria,Palmyrene,limestone,carved
00146,BM,No: 125036,1889,bust,50-150,50.0,150.0,100.0,Palmyra,Syria,Palmyrene,limestone,
00147,BM,"No: 1824,0480.8",1824,bust,,,,,,,Classical World,bronze,
00148,BM,"No: 1837,0609.84",1837,canopic urn; figure,650BC-600BC (circa),-650.0,-600.0,-625.0,Italy,Italy,Etruscan,bronze,hammered
00149,BM,"No: 1805,0703.44",1805,caryatid,140-160 (circa),140.0,160.0,150.0,,Italy,Roman,marble,
00150,BM,"No: 1816,0610.128",1816,caryatid,421BC-406BC,-421.0,-406.0,-414.0,,Greece,Classical Greek,marble,
00151,BM,No: C.228.9,1892,cast; relief,1892,1892.0,1892.0,1892.0,Apadana,Iran,,fibreglass,mould-made
00152,BM,No: C.225.16,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00153,BM,No: C.226.8a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00154,BM,No: C.225.17a,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00155,BM,No: C.225.20,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00156,BM,No: C.228.4,1892,cast; relief,1892,1892.0,1892.0,1892.0,Apadana,Iran,,fibreglass,mould-made
00157,BM,No: C.225.14,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00158,BM,No: C.225.13,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00159,BM,No: C.145,,cast; relief,10thC BC (original),-1000.0,-901.0,-950.0,Herald's wall,,Neo-Hittite,plaster,mould-made; painted
00160,BM,No: C.226.5a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00161,BM,No: C.228.6,1892,cast; relief,1892,1892.0,1892.0,1892.0,Apadana,Iran,,fibreglass,mould-made
00162,BM,No: C.225.8,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00163,BM,No: C.226.7a,1892,cast; relief,2005,2005.0,2005.0,2005.0,Palace of Darius,Iran,,plaster,mould-made
00164,BM,No: C.228.7,1892,cast; relief,1892,1892.0,1892.0,1892.0,Apadana,Iran,,fibreglass,mould-made
00165,BM,No: C.154,,cast; relief,8thC BC (original),-800.0,-701.0,-750.0,Royal Buttress,,Neo-Hittite,plaster,mould-made
00166,BM,No: C.152,,cast; relief,8thC BC (original),-800.0,-701.0,-750.0,,,Neo-Hittite,plaster,mould-made
00167,BM,No: C.228.8,1892,cast; relief,1892,1892.0,1892.0,1892.0,Apadana,Iran,,fibreglass,mould-made
00168,BM,No: C.226.10a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00169,BM,No: C.226.14a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00170,BM,No: C.226.13a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00171,BM,No: C.225.21,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00172,BM,No: C.150,,cast; relief,8thC BC (original),-800.0,-701.0,-750.0,,,Neo-Hittite,plaster,mould-made
00173,BM,No: C.225.11,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00174,BM,No: C.226.2a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00175,BM,No: C.228.2,1892,cast; relief,1892,1892.0,1892.0,1892.0,Apadana,Iran,,fibreglass,mould-made
00176,BM,No: C.232,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00177,BM,No: C.225.15,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00178,BM,No: C.226.1a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00179,BM,No: C.228.5,1892,cast; relief,1892,1892.0,1892.0,1892.0,Apadana,Iran,,fibreglass,mould-made
00180,BM,No: C.228.1,1892,cast; relief,1892,1892.0,1892.0,1892.0,Apadana,Iran,,fibreglass,mould-made
00181,BM,No: C.226.6a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00182,BM,No: C.226.11a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00183,BM,No: C.225.10,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00184,BM,No: C.226.4a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00185,BM,No: C.225.9,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00186,BM,No: C.225.22,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00187,BM,No: C.226.15a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00188,BM,No: C.225.7,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00189,BM,No: C.225.24,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00190,BM,No: C.225.12,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00191,BM,No: C.226.9a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00192,BM,No: C.225.18,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00193,BM,No: C.233,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00194,BM,No: C.225.23,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00195,BM,No: C.228.3,1892,cast; relief,1892,1892.0,1892.0,1892.0,Apadana,Iran,,fibreglass,mould-made
00196,BM,No: C.226.3a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00197,BM,No: C.226.12a,1892,cast; relief,1892,1892.0,1892.0,1892.0,Palace of Darius,Iran,,plaster,mould-made
00198,BM,No: C.225.19,1892,cast; relief,1892,1892.0,1892.0,1892.0,One Hundred Column Hall,Iran,,plaster,mould-made
00199,BM,"No: Am,St.536",1865,ceremonial axe; figurine,1200 BC - 400 BC,-1200.0,-400.0,-800.0,,Mexico,Olmec,aventurine,
00200,BM,"No: 1836,0224.398",1836,chalice; caryatid,620BC-580BC,-620.0,-580.0,-600.0,Cerveteri,Italy,Etruscan,pottery,hand-modelled (?); mould-made; burnished
00201,BM,"No: 1863,0330.25",1863,charm; figure,7thC BC,-700.0,-601.0,-650.0,,,East Greek; Orientalising Period,bronze,
00202,BM,No: EA69151,,coffin; figure,,-1550.0,-1292.0,-1421.0,,Egypt,18th Dynasty,plaster; gold,gilded; painted
00203,BM,No: EA51820,1913,coffin; figure,,-664.0,-332.0,-498.0,,Egypt,Late Period,copper alloy,solid-cast; hollow-cast; incised
00204,BM,No: EA68292,1975,coffin; figure,,-664.0,-332.0,-498.0,,Egypt,Late Period,copper alloy,hollow-cast; solid-cast
00205,BM,No: EA67196,1971,coffin; figure,,-664.0,-332.0,-498.0,,Egypt,Late Period,copper alloy,hollow-cast; solid-cast; incised
00206,BM,"No: 1873,0820.487",1873,coffin-fitting; figure,480BC-460BC (circa),-480.0,-460.0,-470.0,Campania,Italy,Western Greek,terracotta,
00207,BM,"No: 1873,0820.497",1873,coffin-fitting; figure,480BC-460BC (circa),-480.0,-460.0,-470.0,Campania,Italy,Western Greek,terracotta,
00208,BM,"No: 1873,0820.467",1873,coffin-fitting; figure,480BC-460BC (circa),-480.0,-460.0,-470.0,Campania,Italy,Western Greek,terracotta,
00209,BM,"No: 1873,0820.468",1873,coffin-fitting; figure,480BC-460BC (circa),-480.0,-460.0,-470.0,Campania,Italy,Western Greek,terracotta,
